city,state_code,normalized_city
Apo,AA,APO
Dpo,AA,DPO
Fpo,AA,FPO
Apo,AE,APO
Dpo,AE,DPO
Fpo,AE,FPO
Adak,AK,ADAK
Akiachak,AK,AKIACHAK
Akiak,AK,AKIAK
Akutan,AK,AKUTAN
Alakanuk,AK,ALAKANUK
Aleknagik,AK,ALEKNAGIK
Allakaket,AK,ALLAKAKET
Ambler,AK,AMBLER
Anaktuvuk Pass,AK,ANAKTUVUK PASS
Anchor Point,AK,ANCHOR POINT
Anchorage,AK,ANCHORAGE
Anderson,AK,ANDERSON
Angoon,AK,ANGOON
Aniak,AK,ANIAK
Anvik,AK,ANVIK
Arctic Village,AK,ARCTIC VILLAGE
Atka,AK,ATKA
Atqasuk,AK,ATQASUK
Auke Bay,AK,AUKE BAY
Barrow,AK,BARROW
Beaver,AK,BEAVER
Bethel,AK,BETHEL
Bettles Field,AK,BETTLES FIELD
Big Lake,AK,BIG LAKE
Brevig Mission,AK,BREVIG MISSION
Buckland,AK,BUCKLAND
Cantwell,AK,CANTWELL
Central,AK,CENTRAL
Chalkyitsik,AK,CHALKYITSIK
Chefornak,AK,CHEFORNAK
Chevak,AK,CHEVAK
Chicken,AK,CHICKEN
Chignik,AK,CHIGNIK
Chignik Lagoon,AK,CHIGNIK LAGOON
Chignik Lake,AK,CHIGNIK LAKE
Chitina,AK,CHITINA
Chugiak,AK,CHUGIAK
Circle,AK,CIRCLE
Clam Gulch,AK,CLAM GULCH
Clarks Point,AK,CLARKS POINT
Clear,AK,CLEAR
Coffman Cove,AK,COFFMAN COVE
Cold Bay,AK,COLD BAY
Cooper Landing,AK,COOPER LANDING
Copper Center,AK,COPPER CENTER
Cordova,AK,CORDOVA
Craig,AK,CRAIG
Crooked Creek,AK,CROOKED CREEK
Deering,AK,DEERING
Delta Junction,AK,DELTA JUNCTION
Denali National Park,AK,DENALI NATIONAL PARK
Dillingham,AK,DILLINGHAM
Douglas,AK,DOUGLAS
Dutch Harbor,AK,DUTCH HARBOR
Eagle,AK,EAGLE
Eagle River,AK,EAGLE RIVER
Eek,AK,EEK
Egegik,AK,EGEGIK
Eielson AFB,AK,EIELSON AFB
Ekwok,AK,EKWOK
Elfin Cove,AK,ELFIN COVE
Elim,AK,ELIM
Emmonak,AK,EMMONAK
Ester,AK,ESTER
Fairbanks,AK,FAIRBANKS
False Pass,AK,FALSE PASS
Fort Greely,AK,FORT GREELY
Fort Wainwright,AK,FORT WAINWRIGHT
Fort Yukon,AK,FORT YUKON
Gakona,AK,GAKONA
Galena,AK,GALENA
Gambell,AK,GAMBELL
Girdwood,AK,GIRDWOOD
Glennallen,AK,GLENNALLEN
Goodnews Bay,AK,GOODNEWS BAY
Grayling,AK,GRAYLING
Gustavus,AK,GUSTAVUS
Haines,AK,HAINES
Healy,AK,HEALY
Holy Cross,AK,HOLY CROSS
Homer,AK,HOMER
Hoonah,AK,HOONAH
Hooper Bay,AK,HOOPER BAY
Hope,AK,HOPE
Houston,AK,HOUSTON
Hughes,AK,HUGHES
Huslia,AK,HUSLIA
Hydaburg,AK,HYDABURG
Hyder,AK,HYDER
Iliamna,AK,ILIAMNA
Indian,AK,INDIAN
Jber,AK,JBER
Juneau,AK,JUNEAU
Kake,AK,KAKE
Kaktovik,AK,KAKTOVIK
Kalskag,AK,KALSKAG
Kaltag,AK,KALTAG
Karluk,AK,KARLUK
Kasigluk,AK,KASIGLUK
Kasilof,AK,KASILOF
Kenai,AK,KENAI
Ketchikan,AK,KETCHIKAN
Kiana,AK,KIANA
King Cove,AK,KING COVE
King Salmon,AK,KING SALMON
Kipnuk,AK,KIPNUK
Kivalina,AK,KIVALINA
Klawock,AK,KLAWOCK
Kobuk,AK,KOBUK
Kodiak,AK,KODIAK
Kongiganak,AK,KONGIGANAK
Kotlik,AK,KOTLIK
Kotzebue,AK,KOTZEBUE
Koyuk,AK,KOYUK
Koyukuk,AK,KOYUKUK
Kwethluk,AK,KWETHLUK
Kwigillingok,AK,KWIGILLINGOK
Lake Minchumina,AK,LAKE MINCHUMINA
Larsen Bay,AK,LARSEN BAY
Levelock,AK,LEVELOCK
Lower Kalskag,AK,LOWER KALSKAG
Manley Hot Springs,AK,MANLEY HOT SPRINGS
Manokotak,AK,MANOKOTAK
Marshall,AK,MARSHALL
Mc Grath,AK,MC GRATH
Mekoryuk,AK,MEKORYUK
Metlakatla,AK,METLAKATLA
Meyers Chuck,AK,MEYERS CHUCK
Minto,AK,MINTO
Moose Pass,AK,MOOSE PASS
Mountain Village,AK,MOUNTAIN VILLAGE
Naknek,AK,NAKNEK
Napakiak,AK,NAPAKIAK
Nenana,AK,NENANA
New Stuyahok,AK,NEW STUYAHOK
Nightmute,AK,NIGHTMUTE
Nikiski,AK,NIKISKI
Nikolai,AK,NIKOLAI
Nikolski,AK,NIKOLSKI
Ninilchik,AK,NINILCHIK
Noatak,AK,NOATAK
Nome,AK,NOME
Nondalton,AK,NONDALTON
Noorvik,AK,NOORVIK
North Pole,AK,NORTH POLE
Northway,AK,NORTHWAY
Nuiqsut,AK,NUIQSUT
Nulato,AK,NULATO
Nunam Iqua,AK,NUNAM IQUA
Nunapitchuk,AK,NUNAPITCHUK
Old Harbor,AK,OLD HARBOR
Ouzinkie,AK,OUZINKIE
Palmer,AK,PALMER
Pedro Bay,AK,PEDRO BAY
Pelican,AK,PELICAN
Perryville,AK,PERRYVILLE
Petersburg,AK,PETERSBURG
Pilot Point,AK,PILOT POINT
Pilot Station,AK,PILOT STATION
Platinum,AK,PLATINUM
Point Baker,AK,POINT BAKER
Point Hope,AK,POINT HOPE
Point Lay,AK,POINT LAY
Port Alexander,AK,PORT ALEXANDER
Port Alsworth,AK,PORT ALSWORTH
Port Heiden,AK,PORT HEIDEN
Port Lions,AK,PORT LIONS
Prudhoe Bay,AK,PRUDHOE BAY
Quinhagak,AK,QUINHAGAK
Rampart,AK,RAMPART
Red Devil,AK,RED DEVIL
Ruby,AK,RUBY
Russian Mission,AK,RUSSIAN MISSION
Saint George Island,AK,SAINT GEORGE ISLAND
Saint Marys,AK,SAINT MARYS
Saint Michael,AK,SAINT MICHAEL
Saint Paul Island,AK,SAINT PAUL ISLAND
Salcha,AK,SALCHA
Sand Point,AK,SAND POINT
Savoonga,AK,SAVOONGA
Scammon Bay,AK,SCAMMON BAY
Selawik,AK,SELAWIK
Seldovia,AK,SELDOVIA
Seward,AK,SEWARD
Shageluk,AK,SHAGELUK
Shaktoolik,AK,SHAKTOOLIK
Shishmaref,AK,SHISHMAREF
Shungnak,AK,SHUNGNAK
Sitka,AK,SITKA
Skagway,AK,SKAGWAY
Skwentna,AK,SKWENTNA
Sleetmute,AK,SLEETMUTE
Soldotna,AK,SOLDOTNA
South Naknek,AK,SOUTH NAKNEK
Stebbins,AK,STEBBINS
Sterling,AK,STERLING
Stevens Village,AK,STEVENS VILLAGE
Sutton,AK,SUTTON
Takotna,AK,TAKOTNA
Talkeetna,AK,TALKEETNA
Tanacross,AK,TANACROSS
Tanana,AK,TANANA
Tatitlek,AK,TATITLEK
Teller,AK,TELLER
Tenakee Springs,AK,TENAKEE SPRINGS
Thorne Bay,AK,THORNE BAY
Togiak,AK,TOGIAK
Tok,AK,TOK
Toksook Bay,AK,TOKSOOK BAY
Trapper Creek,AK,TRAPPER CREEK
Tuluksak,AK,TULUKSAK
Tuntutuliak,AK,TUNTUTULIAK
Tununak,AK,TUNUNAK
Two Rivers,AK,TWO RIVERS
Tyonek,AK,TYONEK
Unalakleet,AK,UNALAKLEET
Unalaska,AK,UNALASKA
Valdez,AK,VALDEZ
Venetie,AK,VENETIE
Wainwright,AK,WAINWRIGHT
Wales,AK,WALES
Ward Cove,AK,WARD COVE
Wasilla,AK,WASILLA
White Mountain,AK,WHITE MOUNTAIN
Whittier,AK,WHITTIER
Willow,AK,WILLOW
Wrangell,AK,WRANGELL
Yakutat,AK,YAKUTAT
Abbeville,AL,ABBEVILLE
Abernant,AL,ABERNANT
Adamsville,AL,ADAMSVILLE
Addison,AL,ADDISON
Adger,AL,ADGER
Akron,AL,AKRON
Alabaster,AL,ALABASTER
Alberta,AL,ALBERTA
Albertville,AL,ALBERTVILLE
Alexander City,AL,ALEXANDER CITY
Alexandria,AL,ALEXANDRIA
Aliceville,AL,ALICEVILLE
Allgood,AL,ALLGOOD
Alpine,AL,ALPINE
Alton,AL,ALTON
Altoona,AL,ALTOONA
Andalusia,AL,ANDALUSIA
Anderson,AL,ANDERSON
Annemanie,AL,ANNEMANIE
Anniston,AL,ANNISTON
Arab,AL,ARAB
Ardmore,AL,ARDMORE
Ariton,AL,ARITON
Arley,AL,ARLEY
Arlington,AL,ARLINGTON
Ashford,AL,ASHFORD
Ashland,AL,ASHLAND
Ashville,AL,ASHVILLE
Athens,AL,ATHENS
Atmore,AL,ATMORE
Attalla,AL,ATTALLA
Auburn,AL,AUBURN
Auburn University,AL,AUBURN UNIVERSITY
Autaugaville,AL,AUTAUGAVILLE
Axis,AL,AXIS
Baileyton,AL,BAILEYTON
Banks,AL,BANKS
Bankston,AL,BANKSTON
Bay Minette,AL,BAY MINETTE
Bayou La Batre,AL,BAYOU LA BATRE
Bear Creek,AL,BEAR CREEK
Beatrice,AL,BEATRICE
Beaverton,AL,BEAVERTON
Belk,AL,BELK
Bellamy,AL,BELLAMY
Belle Mina,AL,BELLE MINA
Bellwood,AL,BELLWOOD
Berry,AL,BERRY
Bessemer,AL,BESSEMER
Billingsley,AL,BILLINGSLEY
Birmingham,AL,BIRMINGHAM
Black,AL,BLACK
Blountsville,AL,BLOUNTSVILLE
Boaz,AL,BOAZ
Boligee,AL,BOLIGEE
Bon Air,AL,BON AIR
Bon Secour,AL,BON SECOUR
Booth,AL,BOOTH
Boykin,AL,BOYKIN
Brantley,AL,BRANTLEY
Bremen,AL,BREMEN
Brent,AL,BRENT
Brewton,AL,BREWTON
Bridgeport,AL,BRIDGEPORT
Brierfield,AL,BRIERFIELD
Brilliant,AL,BRILLIANT
Brooklyn,AL,BROOKLYN
Brookside,AL,BROOKSIDE
Brookwood,AL,BROOKWOOD
Brownsboro,AL,BROWNSBORO
Brundidge,AL,BRUNDIDGE
Bryant,AL,BRYANT
Bucks,AL,BUCKS
Buhl,AL,BUHL
Burnwell,AL,BURNWELL
Butler,AL,BUTLER
Bynum,AL,BYNUM
Calera,AL,CALERA
Calvert,AL,CALVERT
Camden,AL,CAMDEN
Camp Hill,AL,CAMP HILL
Campbell,AL,CAMPBELL
Capshaw,AL,CAPSHAW
Carbon Hill,AL,CARBON HILL
Cardiff,AL,CARDIFF
Carlton,AL,CARLTON
Carrollton,AL,CARROLLTON
Castleberry,AL,CASTLEBERRY
Catherine,AL,CATHERINE
Cecil,AL,CECIL
Cedar Bluff,AL,CEDAR BLUFF
Centre,AL,CENTRE
Centreville,AL,CENTREVILLE
Chancellor,AL,CHANCELLOR
Chapman,AL,CHAPMAN
Chatom,AL,CHATOM
Chelsea,AL,CHELSEA
Cherokee,AL,CHEROKEE
Childersburg,AL,CHILDERSBURG
Choccolocco,AL,CHOCCOLOCCO
Chunchula,AL,CHUNCHULA
Citronelle,AL,CITRONELLE
Clanton,AL,CLANTON
Clay,AL,CLAY
Clayton,AL,CLAYTON
Cleveland,AL,CLEVELAND
Clinton,AL,CLINTON
Clio,AL,CLIO
Clopton,AL,CLOPTON
Cloverdale,AL,CLOVERDALE
Coaling,AL,COALING
Coden,AL,CODEN
Coffee Springs,AL,COFFEE SPRINGS
Coffeeville,AL,COFFEEVILLE
Coker,AL,COKER
Collinsville,AL,COLLINSVILLE
Columbia,AL,COLUMBIA
Columbiana,AL,COLUMBIANA
Cook Springs,AL,COOK SPRINGS
Coosada,AL,COOSADA
Cordova,AL,CORDOVA
Cottondale,AL,COTTONDALE
Cottonton,AL,COTTONTON
Cottonwood,AL,COTTONWOOD
Courtland,AL,COURTLAND
Cowarts,AL,COWARTS
Coy,AL,COY
Cragford,AL,CRAGFORD
Crane Hill,AL,CRANE HILL
Creola,AL,CREOLA
Cropwell,AL,CROPWELL
Crossville,AL,CROSSVILLE
Cuba,AL,CUBA
Cullman,AL,CULLMAN
Cusseta,AL,CUSSETA
Dadeville,AL,DADEVILLE
Daleville,AL,DALEVILLE
Danville,AL,DANVILLE
Daphne,AL,DAPHNE
Dauphin Island,AL,DAUPHIN ISLAND
Daviston,AL,DAVISTON
Dawson,AL,DAWSON
De Armanville,AL,DE ARMANVILLE
Deatsville,AL,DEATSVILLE
Decatur,AL,DECATUR
Deer Park,AL,DEER PARK
Delmar,AL,DELMAR
Delta,AL,DELTA
Demopolis,AL,DEMOPOLIS
Detroit,AL,DETROIT
Dickinson,AL,DICKINSON
Dixons Mills,AL,DIXONS MILLS
Docena,AL,DOCENA
Dolomite,AL,DOLOMITE
Dora,AL,DORA
Dothan,AL,DOTHAN
Double Springs,AL,DOUBLE SPRINGS
Douglas,AL,DOUGLAS
Dozier,AL,DOZIER
Duncanville,AL,DUNCANVILLE
Dutton,AL,DUTTON
East Tallassee,AL,EAST TALLASSEE
Eastaboga,AL,EASTABOGA
Echola,AL,ECHOLA
Eclectic,AL,ECLECTIC
Edwardsville,AL,EDWARDSVILLE
Eight Mile,AL,EIGHT MILE
Elba,AL,ELBA
Elberta,AL,ELBERTA
Eldridge,AL,ELDRIDGE
Elkmont,AL,ELKMONT
Elmore,AL,ELMORE
Elrod,AL,ELROD
Emelle,AL,EMELLE
Empire,AL,EMPIRE
Enterprise,AL,ENTERPRISE
Epes,AL,EPES
Equality,AL,EQUALITY
Estillfork,AL,ESTILLFORK
Ethelsville,AL,ETHELSVILLE
Eufaula,AL,EUFAULA
Eutaw,AL,EUTAW
Eva,AL,EVA
Evergreen,AL,EVERGREEN
Excel,AL,EXCEL
Fackler,AL,FACKLER
Fairfield,AL,FAIRFIELD
Fairhope,AL,FAIRHOPE
Falkville,AL,FALKVILLE
Faunsdale,AL,FAUNSDALE
Fayette,AL,FAYETTE
Fitzpatrick,AL,FITZPATRICK
Five Points,AL,FIVE POINTS
Flat Rock,AL,FLAT ROCK
Flomaton,AL,FLOMATON
Florala,AL,FLORALA
Florence,AL,FLORENCE
Foley,AL,FOLEY
Forest Home,AL,FOREST HOME
Forkland,AL,FORKLAND
Fort Davis,AL,FORT DAVIS
Fort Deposit,AL,FORT DEPOSIT
Fort Mitchell,AL,FORT MITCHELL
Fort Payne,AL,FORT PAYNE
Fort Rucker,AL,FORT RUCKER
Fosters,AL,FOSTERS
Franklin,AL,FRANKLIN
Frankville,AL,FRANKVILLE
Frisco City,AL,FRISCO CITY
Fruitdale,AL,FRUITDALE
Fruithurst,AL,FRUITHURST
Fulton,AL,FULTON
Fultondale,AL,FULTONDALE
Furman,AL,FURMAN
Fyffe,AL,FYFFE
Gadsden,AL,GADSDEN
Gainestown,AL,GAINESTOWN
Gainesville,AL,GAINESVILLE
Gallant,AL,GALLANT
Gallion,AL,GALLION
Gantt,AL,GANTT
Garden City,AL,GARDEN CITY
Gardendale,AL,GARDENDALE
Gaylesville,AL,GAYLESVILLE
Geneva,AL,GENEVA
Georgiana,AL,GEORGIANA
Geraldine,AL,GERALDINE
Gilbertown,AL,GILBERTOWN
Glen Allen,AL,GLEN ALLEN
Glenwood,AL,GLENWOOD
Goodsprings,AL,GOODSPRINGS
Goodwater,AL,GOODWATER
Gordo,AL,GORDO
Gordon,AL,GORDON
Goshen,AL,GOSHEN
Grady,AL,GRADY
Graham,AL,GRAHAM
Grand Bay,AL,GRAND BAY
Grant,AL,GRANT
Graysville,AL,GRAYSVILLE
Green Pond,AL,GREEN POND
Greensboro,AL,GREENSBORO
Greenville,AL,GREENVILLE
Grove Hill,AL,GROVE HILL
Groveoak,AL,GROVEOAK
Guin,AL,GUIN
Gulf Shores,AL,GULF SHORES
Guntersville,AL,GUNTERSVILLE
Gurley,AL,GURLEY
Hackleburg,AL,HACKLEBURG
Haleyville,AL,HALEYVILLE
Hamilton,AL,HAMILTON
Hanceville,AL,HANCEVILLE
Hardaway,AL,HARDAWAY
Harpersville,AL,HARPERSVILLE
Hartford,AL,HARTFORD
Hartselle,AL,HARTSELLE
Harvest,AL,HARVEST
Hatchechubbee,AL,HATCHECHUBBEE
Hayden,AL,HAYDEN
Hayneville,AL,HAYNEVILLE
Hazel Green,AL,HAZEL GREEN
Headland,AL,HEADLAND
Heflin,AL,HEFLIN
Helena,AL,HELENA
Henagar,AL,HENAGAR
Higdon,AL,HIGDON
Highland Home,AL,HIGHLAND HOME
Hillsboro,AL,HILLSBORO
Hodges,AL,HODGES
Hollins,AL,HOLLINS
Holly Pond,AL,HOLLY POND
Hollytree,AL,HOLLYTREE
Hollywood,AL,HOLLYWOOD
Holy Trinity,AL,HOLY TRINITY
Honoraville,AL,HONORAVILLE
Hope Hull,AL,HOPE HULL
Horton,AL,HORTON
Houston,AL,HOUSTON
Huntsville,AL,HUNTSVILLE
Hurtsboro,AL,HURTSBORO
Huxford,AL,HUXFORD
Ider,AL,IDER
Irvington,AL,IRVINGTON
Jachin,AL,JACHIN
Jack,AL,JACK
Jackson,AL,JACKSON
Jacksons Gap,AL,JACKSONS GAP
Jacksonville,AL,JACKSONVILLE
Jasper,AL,JASPER
Jefferson,AL,JEFFERSON
Jemison,AL,JEMISON
Jones,AL,JONES
Joppa,AL,JOPPA
Kansas,AL,KANSAS
Kellerman,AL,KELLERMAN
Kellyton,AL,KELLYTON
Kennedy,AL,KENNEDY
Kent,AL,KENT
Killen,AL,KILLEN
Kimberly,AL,KIMBERLY
Kinston,AL,KINSTON
Knoxville,AL,KNOXVILLE
Laceys Spring,AL,LACEYS SPRING
Lafayette,AL,LAFAYETTE
Lanett,AL,LANETT
Langston,AL,LANGSTON
Lapine,AL,LAPINE
Lawley,AL,LAWLEY
Leeds,AL,LEEDS
Leesburg,AL,LEESBURG
Leighton,AL,LEIGHTON
Lenox,AL,LENOX
Leroy,AL,LEROY
Lester,AL,LESTER
Letohatchee,AL,LETOHATCHEE
Lexington,AL,LEXINGTON
Lillian,AL,LILLIAN
Lincoln,AL,LINCOLN
Linden,AL,LINDEN
Lineville,AL,LINEVILLE
Lisman,AL,LISMAN
Little River,AL,LITTLE RIVER
Livingston,AL,LIVINGSTON
Loachapoka,AL,LOACHAPOKA
Lockhart,AL,LOCKHART
Locust Fork,AL,LOCUST FORK
Logan,AL,LOGAN
Louisville,AL,LOUISVILLE
Lower Peach Tree,AL,LOWER PEACH TREE
Lowndesboro,AL,LOWNDESBORO
Loxley,AL,LOXLEY
Luverne,AL,LUVERNE
Lynn,AL,LYNN
Madison,AL,MADISON
Magnolia,AL,MAGNOLIA
Magnolia Springs,AL,MAGNOLIA SPRINGS
Malcolm,AL,MALCOLM
Malvern,AL,MALVERN
Maplesville,AL,MAPLESVILLE
Marbury,AL,MARBURY
Margaret,AL,MARGARET
Marion,AL,MARION
Marion Junction,AL,MARION JUNCTION
Mathews,AL,MATHEWS
Mc Calla,AL,MC CALLA
Mc Intosh,AL,MC INTOSH
Mc Kenzie,AL,MC KENZIE
Mc Shan,AL,MC SHAN
Mc Williams,AL,MC WILLIAMS
Megargel,AL,MEGARGEL
Melvin,AL,MELVIN
Mentone,AL,MENTONE
Meridianville,AL,MERIDIANVILLE
Mexia,AL,MEXIA
Midland City,AL,MIDLAND CITY
Midway,AL,MIDWAY
Millbrook,AL,MILLBROOK
Millerville,AL,MILLERVILLE
Millport,AL,MILLPORT
Millry,AL,MILLRY
Minter,AL,MINTER
Mobile,AL,MOBILE
Monroeville,AL,MONROEVILLE
Montevallo,AL,MONTEVALLO
Montgomery,AL,MONTGOMERY
Montrose,AL,MONTROSE
Moody,AL,MOODY
Mooresville,AL,MOORESVILLE
Morris,AL,MORRIS
Morvin,AL,MORVIN
Moulton,AL,MOULTON
Moundville,AL,MOUNDVILLE
Mount Hope,AL,MOUNT HOPE
Mount Meigs,AL,MOUNT MEIGS
Mount Olive,AL,MOUNT OLIVE
Mount Vernon,AL,MOUNT VERNON
Mulga,AL,MULGA
Munford,AL,MUNFORD
Muscadine,AL,MUSCADINE
Muscle Shoals,AL,MUSCLE SHOALS
Myrtlewood,AL,MYRTLEWOOD
Nanafalia,AL,NANAFALIA
Natural Bridge,AL,NATURAL BRIDGE
Nauvoo,AL,NAUVOO
Needham,AL,NEEDHAM
New Brockton,AL,NEW BROCKTON
New Castle,AL,NEW CASTLE
New Hope,AL,NEW HOPE
New Market,AL,NEW MARKET
Newbern,AL,NEWBERN
Newton,AL,NEWTON
Newville,AL,NEWVILLE
Normal,AL,NORMAL
Northport,AL,NORTHPORT
Notasulga,AL,NOTASULGA
Oak Hill,AL,OAK HILL
Oakman,AL,OAKMAN
Odenville,AL,ODENVILLE
Ohatchee,AL,OHATCHEE
Oneonta,AL,ONEONTA
Opelika,AL,OPELIKA
Opp,AL,OPP
Orange Beach,AL,ORANGE BEACH
Orrville,AL,ORRVILLE
Owens Cross Roads,AL,OWENS CROSS ROADS
Oxford,AL,OXFORD
Ozark,AL,OZARK
Paint Rock,AL,PAINT ROCK
Palmerdale,AL,PALMERDALE
Panola,AL,PANOLA
Pansey,AL,PANSEY
Parrish,AL,PARRISH
Pelham,AL,PELHAM
Pell City,AL,PELL CITY
Pennington,AL,PENNINGTON
Perdido,AL,PERDIDO
Perdue Hill,AL,PERDUE HILL
Perote,AL,PEROTE
Peterman,AL,PETERMAN
Peterson,AL,PETERSON
Petrey,AL,PETREY
Phenix City,AL,PHENIX CITY
Phil Campbell,AL,PHIL CAMPBELL
Piedmont,AL,PIEDMONT
Pike Road,AL,PIKE ROAD
Pinckard,AL,PINCKARD
Pine Apple,AL,PINE APPLE
Pine Hill,AL,PINE HILL
Pine Level,AL,PINE LEVEL
Pinson,AL,PINSON
Pisgah,AL,PISGAH
Pittsview,AL,PITTSVIEW
Plantersville,AL,PLANTERSVILLE
Pleasant Grove,AL,PLEASANT GROVE
Point Clear,AL,POINT CLEAR
Prattville,AL,PRATTVILLE
Princeton,AL,PRINCETON
Quinton,AL,QUINTON
Ragland,AL,RAGLAND
Rainbow City,AL,RAINBOW CITY
Rainsville,AL,RAINSVILLE
Ralph,AL,RALPH
Ramer,AL,RAMER
Ranburne,AL,RANBURNE
Randolph,AL,RANDOLPH
Range,AL,RANGE
Red Bay,AL,RED BAY
Red Level,AL,RED LEVEL
Reform,AL,REFORM
Remlap,AL,REMLAP
Repton,AL,REPTON
River Falls,AL,RIVER FALLS
Riverside,AL,RIVERSIDE
Roanoke,AL,ROANOKE
Robertsdale,AL,ROBERTSDALE
Rockford,AL,ROCKFORD
Rogersville,AL,ROGERSVILLE
Russellville,AL,RUSSELLVILLE
Rutledge,AL,RUTLEDGE
Ryland,AL,RYLAND
Safford,AL,SAFFORD
Saginaw,AL,SAGINAW
Saint Elmo,AL,SAINT ELMO
Saint Stephens,AL,SAINT STEPHENS
Salem,AL,SALEM
Samantha,AL,SAMANTHA
Samson,AL,SAMSON
Saraland,AL,SARALAND
Sardis,AL,SARDIS
Satsuma,AL,SATSUMA
Sawyerville,AL,SAWYERVILLE
Sayre,AL,SAYRE
Scottsboro,AL,SCOTTSBORO
Seale,AL,SEALE
Section,AL,SECTION
Selma,AL,SELMA
Seminole,AL,SEMINOLE
Semmes,AL,SEMMES
Shannon,AL,SHANNON
Sheffield,AL,SHEFFIELD
Shelby,AL,SHELBY
Shorter,AL,SHORTER
Shorterville,AL,SHORTERVILLE
Silas,AL,SILAS
Siluria,AL,SILURIA
Silverhill,AL,SILVERHILL
Sipsey,AL,SIPSEY
Skipperville,AL,SKIPPERVILLE
Slocomb,AL,SLOCOMB
Smiths Station,AL,SMITHS STATION
Somerville,AL,SOMERVILLE
Spanish Fort,AL,SPANISH FORT
Spring Garden,AL,SPRING GARDEN
Springville,AL,SPRINGVILLE
Spruce Pine,AL,SPRUCE PINE
Stanton,AL,STANTON
Stapleton,AL,STAPLETON
Steele,AL,STEELE
Sterrett,AL,STERRETT
Stevenson,AL,STEVENSON
Stockton,AL,STOCKTON
Sulligent,AL,SULLIGENT
Sumiton,AL,SUMITON
Summerdale,AL,SUMMERDALE
Sunflower,AL,SUNFLOWER
Sweet Water,AL,SWEET WATER
Sycamore,AL,SYCAMORE
Sylacauga,AL,SYLACAUGA
Sylvania,AL,SYLVANIA
Talladega,AL,TALLADEGA
Tallassee,AL,TALLASSEE
Tanner,AL,TANNER
Theodore,AL,THEODORE
Thomaston,AL,THOMASTON
Thomasville,AL,THOMASVILLE
Thorsby,AL,THORSBY
Tibbie,AL,TIBBIE
Titus,AL,TITUS
Toney,AL,TONEY
Town Creek,AL,TOWN CREEK
Townley,AL,TOWNLEY
Toxey,AL,TOXEY
Trafford,AL,TRAFFORD
Trenton,AL,TRENTON
Trinity,AL,TRINITY
Troy,AL,TROY
Trussville,AL,TRUSSVILLE
Tuscaloosa,AL,TUSCALOOSA
Tuscumbia,AL,TUSCUMBIA
Tuskegee,AL,TUSKEGEE
Tuskegee Institute,AL,TUSKEGEE INSTITUTE
Tyler,AL,TYLER
Union Grove,AL,UNION GROVE
Union Springs,AL,UNION SPRINGS
Uniontown,AL,UNIONTOWN
Uriah,AL,URIAH
Valhermoso Springs,AL,VALHERMOSO SPRINGS
Valley,AL,VALLEY
Valley Head,AL,VALLEY HEAD
Vance,AL,VANCE
Vandiver,AL,VANDIVER
Verbena,AL,VERBENA
Vernon,AL,VERNON
Vina,AL,VINA
Vincent,AL,VINCENT
Vinegar Bend,AL,VINEGAR BEND
Vinemont,AL,VINEMONT
Vredenburgh,AL,VREDENBURGH
Wadley,AL,WADLEY
Wagarville,AL,WAGARVILLE
Walnut Grove,AL,WALNUT GROVE
Ward,AL,WARD
Warrior,AL,WARRIOR
Waterloo,AL,WATERLOO
Watson,AL,WATSON
Wattsville,AL,WATTSVILLE
Waverly,AL,WAVERLY
Weaver,AL,WEAVER
Webb,AL,WEBB
Wedowee,AL,WEDOWEE
Wellington,AL,WELLINGTON
Weogufka,AL,WEOGUFKA
West Blocton,AL,WEST BLOCTON
West Greene,AL,WEST GREENE
Westover,AL,WESTOVER
Wetumpka,AL,WETUMPKA
Whatley,AL,WHATLEY
Wilmer,AL,WILMER
Wilsonville,AL,WILSONVILLE
Wilton,AL,WILTON
Winfield,AL,WINFIELD
Wing,AL,WING
Woodland,AL,WOODLAND
Woodstock,AL,WOODSTOCK
Woodville,AL,WOODVILLE
York,AL,YORK
Apo,AP,APO
Dpo,AP,DPO
Fpo,AP,FPO
Adona,AR,ADONA
Alexander,AR,ALEXANDER
Alicia,AR,ALICIA
Alix,AR,ALIX
Alleene,AR,ALLEENE
Alma,AR,ALMA
Almyra,AR,ALMYRA
Alpena,AR,ALPENA
Alpine,AR,ALPINE
Altheimer,AR,ALTHEIMER
Altus,AR,ALTUS
Amagon,AR,AMAGON
Amity,AR,AMITY
Antoine,AR,ANTOINE
Arkadelphia,AR,ARKADELPHIA
Arkansas City,AR,ARKANSAS CITY
Armorel,AR,ARMOREL
Ash Flat,AR,ASH FLAT
Ashdown,AR,ASHDOWN
Atkins,AR,ATKINS
Aubrey,AR,AUBREY
Augusta,AR,AUGUSTA
Austin,AR,AUSTIN
Avoca,AR,AVOCA
Bald Knob,AR,BALD KNOB
Banks,AR,BANKS
Barling,AR,BARLING
Barton,AR,BARTON
Bassett,AR,BASSETT
Batesville,AR,BATESVILLE
Bauxite,AR,BAUXITE
Bay,AR,BAY
Bearden,AR,BEARDEN
Beaver,AR,BEAVER
Bee Branch,AR,BEE BRANCH
Beebe,AR,BEEBE
Beech Grove,AR,BEECH GROVE
Beedeville,AR,BEEDEVILLE
Beirne,AR,BEIRNE
Bella Vista,AR,BELLA VISTA
Belleville,AR,BELLEVILLE
Ben Lomond,AR,BEN LOMOND
Benton,AR,BENTON
